title,visitId,name,persistentCart,timestamp
"Clearance Electronics Outlet - Best Buy","b7ac12a0-2a2c-4637-a378-c580c5ba5345","ABAGAM","True","2025-01-21 19:44:57"
"Best Buy Support & Customer Service","1a00e0e8-d34e-46ad-a038-40185a4e86cb","NAGALAKSHMI529","True","2025-01-21 01:09:56"
"Best Buy | Official Online Store | Shop Now &amp; Save","0f3c9ac2-92ac-4fbe-91cb-023834459e47","AMRUTHABOYAPATI","False","2025-01-21 20:18:09"
"Cart - Best Buy","3e767dde-3d39-4107-8a83-0ea65497d924","RTUMMALA999","True","2025-01-21 00:24:51"
"Cart - Best Buy","ee7a3275-18e3-42e4-866f-fdbbf8f34b0a","MANIDEEPBOYAPATI9","False","2025-01-21 07:25:49"
"Deal of the Day: Electronics Deals - Best Buy","a399e566-7718-4e90-b6a8-99da720a022e","RTUMMALA999","False","2025-01-21 00:56:43"
"Best Buy Support & Customer Service","5e099eb6-44c7-42b8-951a-697cd820ba9e","SASI2025","True","2025-01-21 02:43:28"
"Cart - Best Buy","cafa02ac-bf8d-44aa-883d-f64ad2c06c02","ANVITAD23","False","2025-01-21 21:07:22"
"Cart - Best Buy","8d2d3a6d-d1d6-4829-abcc-092fe6afed30","SHIVA005_ARCH","False","2025-01-21 01:26:25"
"Member Deals - Best Buy","173702ba-d49a-48f4-a9dd-26d896c4ae5c","NANDY_12","True","2025-01-21 16:59:03"
"Member Deals - Best Buy","d2371542-bba2-4978-9bb0-b2240599cd76","RTUMMALA999","True","2025-01-21 10:27:16"
"Cart - Best Buy","646e2062-d9e9-405e-a607-dea2ab18aff9","VIJAYCHIMATA","False","2025-01-21 13:01:18"
"Best Buy | Official Online Store | Shop Now &amp; Save","df8e1df2-4c74-4afc-86ea-f5622f9d787e","ABAGAM","False","2025-01-21 11:53:55"
"Clearance Electronics Outlet - Best Buy","5bd6a4bd-8977-4ac0-ac1a-4226d0082632","THOTARAVANA3","False","2025-01-21 11:32:30"
"Deal of the Day: Electronics Deals - Best Buy","db4e274a-e677-4b97-9c47-1db89c6c3639","MANIDEEPBOYAPATI9","False","2025-01-21 02:49:01"
"Best Buy | Official Online Store | Shop Now &amp; Save","beaf6b09-8857-4d43-90fb-f9e1eff85f2b","SRIKANTHPITTA18","False","2025-01-21 04:05:25"
"Deal of the Day: Electronics Deals - Best Buy","187c430d-f11d-4037-a93c-b8e83cf16798","RTUMMALA999","False","2025-01-21 11:31:38"
"Schedule a Service - Best Buy","5934298f-3204-4b2f-bc42-1dbfef6fd913","NAGALAKSHMI529","False","2025-01-21 12:53:43"
"Deal of the Day: Electronics Deals - Best Buy","0b84ca5c-f106-4e66-97b1-9d15129ad361","SHIVA005_ARCH","False","2025-01-21 02:36:19"
"Best Buy | Official Online Store | Shop Now &amp; Save","e899fb26-8158-451f-9390-f86a7aef033f","THOTARAVANA3","False","2025-01-21 09:04:16"
"Member Deals - Best Buy","8b4bd67f-3706-4e64-9b05-a6e5dd048ec0","MANIDEEPBOYAPATI9","True","2025-01-21 15:11:47"
"Track Your Repair - Best Buy","dc8a2e70-165b-43cc-b649-32cb1f24e03c","AMRUTHABOYAPATI","False","2025-01-21 10:01:18"
"Remote Support: Geek Squad - Best Buy","9a542232-ba97-4045-99f4-714e0c9f6549","VIKATARI","True","2025-01-21 18:49:42"
"Schedule a Service - Best Buy","a3a931df-c31e-44d4-aa3a-53d6dac55547","ABAGAM","False","2025-01-21 12:12:43"
"Track Your Repair - Best Buy","8091fb37-cffb-4d81-a8ea-d79102d2dcf2","RTUMMALA999","False","2025-01-21 17:54:34"
"Remote Support: Geek Squad - Best Buy","30212a74-aee9-40d2-810b-8dfb30085dcf","MANIDEEPBOYAPATI9","False","2025-01-21 10:12:20"
"Schedule a Service - Best Buy","34850d3c-6584-4dae-9eac-a9cbc3f0127c","NANDY_12","True","2025-01-21 15:27:35"
"Track Your Repair - Best Buy","1b5f79ff-bf9a-4440-8fdf-0938cb9a224e","MANIDEEPBOYAPATI9","True","2025-01-21 06:30:42"
"Cart - Best Buy","f0f4837c-5858-4447-9845-7bbc365f4cd7","MANIDEEPBOYAPATI9","False","2025-01-21 14:39:25"
"Clearance Electronics Outlet - Best Buy","b556edce-0cc9-47f0-96c9-e8b32d608fd3","ABAGAM","True","2025-01-21 18:00:28"
"Best Buy Support & Customer Service","a954839e-fe85-43ae-9915-2013f9ff283c","SRIBIGDATA24","False","2025-01-21 22:33:02"
"Best Buy Top Deals","6addb080-5325-4f76-ad92-8ae1c71602b6","VIJAYCHIMATA","True","2025-01-21 19:17:50"
"Clearance Electronics Outlet - Best Buy","90a06578-5972-4d3b-a863-b866742ccc35","ANVITAD23","True","2025-01-21 05:32:09"
"Member Deals - Best Buy","15370d57-6ba1-426b-b50e-a12f3fe8fb00","VIJAYCHIMATA","True","2025-01-21 07:12:23"
"Track Your Repair - Best Buy","eb6ca349-ab79-4a8a-ad77-783a2a0905ac","NAGALAKSHMI529","False","2025-01-21 17:35:17"
"Member Deals - Best Buy","5fe0c580-8671-470c-9a5d-c58c9c333e69","SASI2025","True","2025-01-21 09:52:02"
"Best Buy Support & Customer Service","db3c83a9-18f7-472f-b945-350167cd462b","VIJAYCHIMATA","True","2025-01-21 13:09:53"
"Track Your Repair - Best Buy","333e108e-f52b-4960-9976-2018f54eb57a","MANIDEEPBOYAPATI9","True","2025-01-21 14:10:30"
"Schedule a Service - Best Buy","273cc88a-eabc-43e1-ad4c-51998b2f7483","MANIDEEPBOYAPATI9","True","2025-01-21 03:20:18"
"Remote Support: Geek Squad - Best Buy","49d1c09b-07db-4fdc-8067-e72af4f25f83","ANVITAD23","True","2025-01-21 12:35:23"
"Member Deals - Best Buy","e38bad6a-e821-4f21-81e0-dbba333ced23","MANIDEEPBOYAPATI9","True","2025-01-21 01:02:54"
"Best Buy | Official Online Store | Shop Now &amp; Save","7a28e20a-8da9-4cc2-9ddb-41eae02b72da","VIKATARI","False","2025-01-21 13:02:43"
"Clearance Electronics Outlet - Best Buy","c6244321-3fd9-4135-91fd-4f4621f378da","ABAGAM","False","2025-01-21 01:46:38"
"Cart - Best Buy","642ed8c3-5b90-4235-835d-fc5864b8b8b1","NANDY_12","False","2025-01-21 05:11:28"
"Schedule a Service - Best Buy","38e54837-5a00-4aa6-ba47-47632428e8ba","THOTARAVANA3","False","2025-01-21 03:29:41"
"Best Buy Support & Customer Service","4ed7a400-3fb7-4a49-861d-1d6bc8854d16","ANVITAD23","True","2025-01-21 07:32:17"
"Schedule a Service - Best Buy","18408ae3-b609-4de4-8105-9fef3a0319fc","NAGALAKSHMI529","True","2025-01-21 05:45:22"
"Member Deals - Best Buy","85d0cdfa-fe43-4cd6-9087-f7d44c657e47","THOTARAVANA3","False","2025-01-21 00:15:33"
"Best Buy Support & Customer Service","a5d6199e-87e1-427f-8c84-6a5eb98959f6","NAGALAKSHMI529","False","2025-01-21 16:48:46"
"Best Buy | Official Online Store | Shop Now &amp; Save","b2dab3e6-76b6-4202-ab1f-96a35df2e56d","NANDY_12","False","2025-01-21 12:56:28"
"Remote Support: Geek Squad - Best Buy","aa0c927e-c9c0-4682-bbe9-3e464b2a7952","ABAGAM","True","2025-01-21 20:20:49"
"Best Buy Top Deals","80d83a5e-906a-4b1d-b2be-5ff5ff45963a","SRIBIGDATA24","True","2025-01-21 05:57:23"
"Clearance Electronics Outlet - Best Buy","e247e1df-e5cb-41be-bbc7-89764048240e","SHIVA005_ARCH","False","2025-01-21 09:48:34"
"Remote Support: Geek Squad - Best Buy","78049bc7-68bd-4457-a04e-ad38ac5ddab6","ANVITAD23","False","2025-01-21 16:46:39"
"Schedule a Service - Best Buy","1ca1bc22-76dc-4f15-8cca-200d3a68ecb7","ABAGAM","True","2025-01-21 09:55:17"
"Deal of the Day: Electronics Deals - Best Buy","6a5a78d1-3333-45f7-bad5-2a1cc8cc2f37","NAGALAKSHMI529","False","2025-01-21 12:18:36"
"Clearance Electronics Outlet - Best Buy","5e681e0d-726c-415e-b771-83692d4a7b82","SRIBIGDATA24","True","2025-01-21 02:46:01"
"Track Your Repair - Best Buy","e0aaf38b-3c59-4713-8a2e-259468e858a8","SRIBIGDATA24","False","2025-01-21 17:59:50"
"Clearance Electronics Outlet - Best Buy","e8ddeab8-7a67-444c-b196-083749138f25","SRIBIGDATA24","True","2025-01-21 08:54:03"
"Cart - Best Buy","ad66331e-f8fc-4267-8932-22654317521a","MANIDEEPBOYAPATI9","True","2025-01-21 20:51:37"
"Track Your Repair - Best Buy","32324f7b-9366-421f-9399-7f546c68df2f","NAGALAKSHMI529","False","2025-01-21 00:52:29"
"Best Buy | Official Online Store | Shop Now &amp; Save","85c79f73-99e4-47f3-b4e8-9027abec5382","BHAVANA916","False","2025-01-21 06:59:57"
"Cart - Best Buy","d31b32ad-a97b-4175-9ddf-3f95c3761778","MANIDEEPBOYAPATI9","True","2025-01-21 03:03:28"
"Clearance Electronics Outlet - Best Buy","93473e3c-0f60-4dd0-9ba6-e4aaefd1c2dd","SHIVA005_ARCH","False","2025-01-21 11:26:21"
"Best Buy Top Deals","33c52d2e-24f8-464a-a51c-e9c884175f09","SASI2025","True","2025-01-21 00:09:05"
"Best Buy Support & Customer Service","685b952f-8758-48ed-96c1-1949351b8fe9","ANVITAD23","True","2025-01-21 19:42:39"
"Cart - Best Buy","46765d86-5f42-4827-a23a-90e821c8f12c","SASI2025","True","2025-01-21 22:01:36"
"Member Deals - Best Buy","5e5ff2f7-228a-4bc1-b39a-2578209a6e52","NAGALAKSHMI529","False","2025-01-21 13:23:30"
"Best Buy Top Deals","bb3873b7-71a3-4221-bda2-a7d497bef5db","NAGALAKSHMI529","True","2025-01-21 17:52:21"
"Schedule a Service - Best Buy","05952a72-a470-41f6-8beb-5c843b73c9d0","ABAGAM","True","2025-01-21 11:44:47"
"Track Your Repair - Best Buy","346b68bc-4e46-43a0-9b04-a2e69f44ab9d","SHIVA005_ARCH","True","2025-01-21 01:12:26"
"Member Deals - Best Buy","70f9fb28-e7ed-49e7-8f48-cad0320a6a30","SRIKANTHPITTA18","False","2025-01-21 09:58:24"
"Cart - Best Buy","02468ee4-705b-4ca6-899f-4fd55b964ffb","NAGALAKSHMI529","True","2025-01-21 16:36:05"
"Clearance Electronics Outlet - Best Buy","5225491d-73a6-4c4a-b6da-dca2239a678f","SRIKANTHPITTA18","False","2025-01-21 15:38:57"
"Deal of the Day: Electronics Deals - Best Buy","d138395c-b408-4cc5-8a9e-12881a66aa87","BHAVANA916","False","2025-01-21 20:06:00"
"Clearance Electronics Outlet - Best Buy","095c9ab3-8d5b-46a5-b2c6-a11c0540a978","SASI2025","False","2025-01-21 03:18:58"
"Deal of the Day: Electronics Deals - Best Buy","df25e89e-0f07-40e3-901e-c5d71d1e08d3","RTUMMALA999","False","2025-01-21 20:13:34"
"Clearance Electronics Outlet - Best Buy","ae99443f-66b8-4be1-b486-f426ef2701d9","SRIBIGDATA24","False","2025-01-21 15:17:58"
"Track Your Repair - Best Buy","2a7c6f64-b966-4f99-a5c0-3a5d7392637f","RTUMMALA999","True","2025-01-21 04:27:52"
"Best Buy Top Deals","8b1ada72-155b-4e1f-84da-296ceb54ac17","SRIKANTHPITTA18","False","2025-01-21 10:45:00"
"Best Buy Support & Customer Service","6549db30-cea0-4aea-9b78-a2c823fb7243","SRIKANTHPITTA18","False","2025-01-21 02:32:02"
"Best Buy | Official Online Store | Shop Now &amp; Save","3f636a20-a956-4f17-9db8-1c0012f128e2","SRIBIGDATA24","False","2025-01-21 12:23:03"
"Schedule a Service - Best Buy","93d8b57a-ec5a-472a-b717-0f980fecdc5a","AMRUTHABOYAPATI","False","2025-01-21 08:04:30"
"Best Buy Support & Customer Service","0eb53d23-8acd-4c76-ac11-07e2d53da92f","NANDY_12","True","2025-01-21 00:22:12"
"Best Buy Top Deals","b8c5b645-8ff7-42ac-a940-6693a3a0b2b2","SRIBIGDATA24","True","2025-01-21 11:54:13"
"Best Buy Top Deals","fd03f7b1-3abd-4923-b9cd-e807df213e7a","ABAGAM","False","2025-01-21 23:46:59"
"Remote Support: Geek Squad - Best Buy","69103a4c-5f4e-4cb2-a4b5-136aaf7a129c","ANVITAD23","True","2025-01-21 07:03:44"
"Track Your Repair - Best Buy","65b1ed7c-0c92-49fe-b771-be7e54804f61","ANVITAD23","True","2025-01-21 04:58:43"
"Best Buy Top Deals","d7a04588-c8a4-4aed-a189-2546c5686407","NAGALAKSHMI529","False","2025-01-21 16:23:40"
"Best Buy Support & Customer Service","16a9aa3f-bbc0-4bd1-935a-25f90fe942c1","BHAVANA916","False","2025-01-21 16:14:25"
"Best Buy Top Deals","95bb9c23-3d0a-4caa-8bf8-c4957c34b3dc","ANVITAD23","True","2025-01-21 05:55:31"
"Clearance Electronics Outlet - Best Buy","c700203a-8f7f-4604-a6c2-42f626991020","NAGALAKSHMI529","True","2025-01-21 08:24:07"
"Best Buy | Official Online Store | Shop Now &amp; Save","78e77f21-ba62-4ba6-b9bb-417099bd02af","VIKATARI","True","2025-01-21 21:10:27"
"Track Your Repair - Best Buy","56442bc1-fd51-481a-a963-95e77d27f07e","VIJAYCHIMATA","False","2025-01-21 10:26:34"
"Track Your Repair - Best Buy","6dfa586d-cecf-41e8-a34f-e4f9c1f2005d","RTUMMALA999","False","2025-01-21 16:25:05"
"Best Buy | Official Online Store | Shop Now &amp; Save","c55701ca-0e19-4430-ae44-be5051fe28bc","AMRUTHABOYAPATI","True","2025-01-21 03:14:49"
"Member Deals - Best Buy","a12c8a70-d06b-4e91-ad72-433bf1132bcd","AMRUTHABOYAPATI","False","2025-01-21 18:05:32"
"Track Your Repair - Best Buy","bcfadd43-1372-44d5-8d97-aef51b69f30c","BHAVANA916","False","2025-01-21 22:08:07"
"Track Your Repair - Best Buy","d7753a1a-10e4-494c-a74a-0d8e3eb05410","BHAVANA916","True","2025-01-21 19:08:31"
"Track Your Repair - Best Buy","a1a39138-08bf-435e-bd49-9111e58802e2","SRIKANTHPITTA18","True","2025-01-21 11:35:31"
"Best Buy Top Deals","6bb2297b-ae19-4f1b-b317-304fef3aca93","AMRUTHABOYAPATI","True","2025-01-21 03:29:11"
"Member Deals - Best Buy","2445adf1-979e-4ef8-92e4-681b1917d2d4","SRIBIGDATA24","True","2025-01-21 07:51:54"
"Cart - Best Buy","99742f7c-0b42-48a2-8590-72c40dc54418","VIJAYCHIMATA","True","2025-01-21 02:40:19"
"Deal of the Day: Electronics Deals - Best Buy","bf618a1e-3bb3-4449-9dad-7749285089ee","MANIDEEPBOYAPATI9","False","2025-01-21 15:40:04"
"Best Buy Support & Customer Service","df7dd630-4189-468a-a254-cf798f9117c1","ANVITAD23","False","2025-01-21 16:47:49"
"Best Buy Top Deals","b2a15744-edd7-449a-a115-b442ffca5b9c","BHAVANA916","True","2025-01-21 11:53:20"
"Best Buy | Official Online Store | Shop Now &amp; Save","d5a866be-cd0a-4860-b9e0-888d71c00928","AMRUTHABOYAPATI","False","2025-01-21 19:22:33"
"Member Deals - Best Buy","c8187d1d-62d3-44cd-9e21-b0d89408e137","RTUMMALA999","True","2025-01-21 15:40:55"
"Member Deals - Best Buy","b6d9652b-b99f-4652-911e-1caf501a67a3","NANDY_12","False","2025-01-21 09:50:29"
"Remote Support: Geek Squad - Best Buy","27753bba-99b0-4b57-b40f-61fe3221634d","VIJAYCHIMATA","False","2025-01-21 10:33:30"
"Clearance Electronics Outlet - Best Buy","5089527c-3759-41e2-b283-03f95ef6c238","AMRUTHABOYAPATI","False","2025-01-21 18:17:12"
"Member Deals - Best Buy","893f9452-eef3-403b-b6ec-b66dc2de8f0b","ANVITAD23","False","2025-01-21 07:07:33"
"Cart - Best Buy","30d9d590-854e-4999-8a3b-46239e7686ab","SRIBIGDATA24","True","2025-01-21 13:02:02"
"Schedule a Service - Best Buy","e07df9ae-48b2-4baa-b8bc-4d5df1acba24","ANVITAD23","True","2025-01-21 11:19:31"
"Member Deals - Best Buy","c07dba7c-1d86-4266-b9c5-561c13508224","BHAVANA916","True","2025-01-21 14:44:53"
"Deal of the Day: Electronics Deals - Best Buy","9a3de727-b25d-43df-b16a-d3be06f6dae2","SRIKANTHPITTA18","False","2025-01-21 15:16:29"
"Schedule a Service - Best Buy","db2c6ab6-37b8-40a9-8cc4-4eec51d6b8ae","AMRUTHABOYAPATI","False","2025-01-21 12:37:54"
"Best Buy | Official Online Store | Shop Now &amp; Save","822be1c0-d99e-46f6-a354-1a5d189955e6","MANIDEEPBOYAPATI9","False","2025-01-21 16:47:12"
"Best Buy | Official Online Store | Shop Now &amp; Save","f54b5eb9-5806-46d1-bc26-6cbe6ab4d6d8","BHAVANA916","True","2025-01-21 16:47:58"
"Remote Support: Geek Squad - Best Buy","d3a9a2aa-f2e7-4ec2-b746-89c6395eca66","SRIKANTHPITTA18","False","2025-01-21 09:26:24"
"Schedule a Service - Best Buy","2954c604-8d5e-4ea9-8b8f-028bf54e42cf","ABAGAM","True","2025-01-21 16:51:58"
"Schedule a Service - Best Buy","000b9807-68c8-4d23-b71d-238689dce0f9","SRIKANTHPITTA18","True","2025-01-21 00:26:56"
"Clearance Electronics Outlet - Best Buy","5fbd9c20-3c04-41bd-82b3-69b622ac6144","VIJAYCHIMATA","False","2025-01-21 20:09:46"
"Schedule a Service - Best Buy","7c804b7c-44b4-49d3-8370-078d06424a08","SRIKANTHPITTA18","False","2025-01-21 09:40:47"
"Best Buy | Official Online Store | Shop Now &amp; Save","553ac557-5c85-46b9-b34b-2641f1757cf6","THOTARAVANA3","True","2025-01-21 04:56:19"
"Track Your Repair - Best Buy","5c20cf69-4f9c-4869-a024-7d343cff0a4c","VIJAYCHIMATA","False","2025-01-21 10:33:42"
"Deal of the Day: Electronics Deals - Best Buy","548c0dd3-7762-4e6f-a2fa-e1b2c516be60","SASI2025","False","2025-01-21 04:50:03"
"Clearance Electronics Outlet - Best Buy","3c7f5efd-00a8-4ffd-9cbe-5d439dad529f","SASI2025","True","2025-01-21 08:46:00"
"Best Buy Support & Customer Service","dfad2c3a-2fc7-475f-bec9-6f62a4f88037","VIKATARI","True","2025-01-21 21:07:32"
"Best Buy Support & Customer Service","6b5f896e-f767-4bfa-9bc2-2fb33b245967","VIKATARI","True","2025-01-21 02:44:24"
"Remote Support: Geek Squad - Best Buy","f27926a0-39b1-4541-a38a-b358afee1a28","NAGALAKSHMI529","True","2025-01-21 17:23:18"
"Best Buy Support & Customer Service","c5608f95-4e4b-48ab-b425-a0820d4c4aea","VIJAYCHIMATA","False","2025-01-21 16:05:47"
"Best Buy Top Deals","81f919cc-8f04-4c0a-a722-5372a8478561","THOTARAVANA3","False","2025-01-21 08:40:48"
"Best Buy Support & Customer Service","7cb718f5-4491-47ca-a2db-2e5f6b580ecf","SRIKANTHPITTA18","True","2025-01-21 18:11:48"
"Best Buy Top Deals","0e43f9d3-ae82-4f99-aebb-05c46208d940","BHAVANA916","True","2025-01-21 06:39:22"
"Cart - Best Buy","9f2dca27-e83f-4902-903c-da073ba9f913","VIJAYCHIMATA","False","2025-01-21 19:33:02"
"Best Buy | Official Online Store | Shop Now &amp; Save","541e5d3f-9f1b-4d59-842e-e16176eebe6c","BHAVANA916","True","2025-01-21 02:23:37"
"Cart - Best Buy","41678158-b1b4-4930-b7df-9f4fa1fe09bd","ANVITAD23","True","2025-01-21 15:57:28"
"Schedule a Service - Best Buy","373b1adc-e995-4030-bc56-bec718df6282","ABAGAM","True","2025-01-21 13:33:55"
"Member Deals - Best Buy","e14bc2db-0117-4459-8efc-f6b914e994fb","THOTARAVANA3","False","2025-01-21 11:25:56"
"Schedule a Service - Best Buy","ddca9c5e-ea1e-426b-801b-6e4c2ebe4ec9","BHAVANA916","False","2025-01-21 09:37:15"
"Cart - Best Buy","eb3e3f57-4e25-44a5-8ede-edd390f3adb5","SASI2025","True","2025-01-21 05:50:13"
"Best Buy | Official Online Store | Shop Now &amp; Save","52651882-1fc1-43af-ad32-ea8f1c48aa60","ABAGAM","True","2025-01-21 20:24:17"
"Schedule a Service - Best Buy","0b16fd70-60c0-462f-bb33-2efc44d8ff1f","ANVITAD23","False","2025-01-21 21:22:31"
"Best Buy Top Deals","3c466778-f8de-4135-a10a-11492f3302c2","BHAVANA916","False","2025-01-21 07:51:04"
"Clearance Electronics Outlet - Best Buy","15c100a7-f6b1-400e-ba07-c30860c942dc","BHAVANA916","True","2025-01-21 09:02:05"
"Cart - Best Buy","677ed7f5-c1aa-4d51-9f52-b3d7f4453519","NAGALAKSHMI529","True","2025-01-21 08:36:21"
"Deal of the Day: Electronics Deals - Best Buy","404b4611-9af8-4431-a0e0-5564c292dfe9","VIKATARI","True","2025-01-21 14:07:52"
"Member Deals - Best Buy","96bb5f41-c17e-4f21-a9c4-e0dfcdcb20f2","ABAGAM","True","2025-01-21 22:45:29"
"Best Buy Support & Customer Service","b2517695-339e-438c-94a8-b9613fd34f92","MANIDEEPBOYAPATI9","True","2025-01-21 09:05:43"
"Deal of the Day: Electronics Deals - Best Buy","b07c2c7c-e338-4d01-aba3-aebec99b17e7","SRIKANTHPITTA18","True","2025-01-21 07:15:40"
"Best Buy Top Deals","46215296-d999-4949-870a-9afcdb1858c6","AMRUTHABOYAPATI","True","2025-01-21 14:21:16"
"Member Deals - Best Buy","40c17341-fcc0-4e22-827c-124c4e1a8c2d","THOTARAVANA3","False","2025-01-21 17:08:55"
"Member Deals - Best Buy","7d28b440-e0ae-4965-8bf7-d9786dadc535","BHAVANA916","True","2025-01-21 19:24:09"
"Clearance Electronics Outlet - Best Buy","dfdf3e9c-0044-4518-a71c-6c59701c22a3","BHAVANA916","True","2025-01-21 05:29:05"
"Clearance Electronics Outlet - Best Buy","c79ff9e8-e75f-43f1-bad5-859603add45c","VIJAYCHIMATA","False","2025-01-21 13:17:21"
"Cart - Best Buy","c1a19b97-82d6-4602-aefd-0a27ecf6c0eb","THOTARAVANA3","False","2025-01-21 17:41:03"
"Member Deals - Best Buy","d246db9b-37dc-4971-a7dc-abc681bdaf87","BHAVANA916","False","2025-01-21 22:31:32"
"Schedule a Service - Best Buy","4d195802-0b28-4b0c-8e73-be844c2b3f21","AMRUTHABOYAPATI","True","2025-01-21 11:54:15"
"Member Deals - Best Buy","047e1471-7f26-41c7-bc6a-95bb192ece3f","BHAVANA916","True","2025-01-21 12:26:45"
"Best Buy Top Deals","69bf943e-d6f7-4480-87e6-72e3fa2b5fa8","ABAGAM","True","2025-01-21 07:37:05"
"Best Buy Top Deals","75a3a569-818f-4c4d-97ca-782f94699954","VIKATARI","True","2025-01-21 09:37:15"
"Track Your Repair - Best Buy","4f2f0af0-d5da-4eb1-84dd-6f4c613ee752","VIJAYCHIMATA","True","2025-01-21 22:07:37"
"Best Buy | Official Online Store | Shop Now &amp; Save","ab48cf64-3454-436b-af4a-370acfe5770d","VIKATARI","False","2025-01-21 19:45:53"
"Track Your Repair - Best Buy","31c9188f-65ef-4da1-82e2-1f4f9aefa69d","VIKATARI","False","2025-01-21 04:51:39"
"Deal of the Day: Electronics Deals - Best Buy","acef45a8-ace3-40dc-a0e7-b438e4ec0ae7","MANIDEEPBOYAPATI9","False","2025-01-21 11:40:00"
"Clearance Electronics Outlet - Best Buy","1a8e21af-3264-4292-b7a3-66f15a57cae9","ABAGAM","True","2025-01-21 18:13:02"
"Clearance Electronics Outlet - Best Buy","dc0d5761-e2ce-42f1-82fc-ef76b73488e1","THOTARAVANA3","True","2025-01-21 16:29:10"
"Schedule a Service - Best Buy","f469724c-d10a-4a09-89aa-a5ca12ce04de","SASI2025","False","2025-01-21 15:43:30"
"Remote Support: Geek Squad - Best Buy","e8c917b8-b2a6-4412-beda-b8f715229250","BHAVANA916","False","2025-01-21 19:18:30"
"Remote Support: Geek Squad - Best Buy","91ccf876-c441-4e93-8047-25f3d15d72d3","NANDY_12","False","2025-01-21 19:23:36"
"Schedule a Service - Best Buy","1e3afaf5-f531-4030-9428-3ba9f5b1645c","SASI2025","True","2025-01-21 05:31:01"
"Deal of the Day: Electronics Deals - Best Buy","df3a782b-bbdf-4ff0-a874-211b70ccaa64","ANVITAD23","True","2025-01-21 04:15:15"
"Best Buy Top Deals","7e0ea8c0-062b-4888-9d3f-2e8812e20b49","AMRUTHABOYAPATI","False","2025-01-21 06:25:02"
"Best Buy | Official Online Store | Shop Now &amp; Save","8ebcebff-a257-489e-9e21-5ca38fee6798","SRIKANTHPITTA18","True","2025-01-21 21:19:46"
"Cart - Best Buy","e849c3b0-8719-44a6-893d-7e1d28462d8b","NANDY_12","False","2025-01-21 15:18:46"
"Cart - Best Buy","19e23507-34e1-460f-b97f-2e5164dbc697","THOTARAVANA3","False","2025-01-21 04:17:32"
"Best Buy Support & Customer Service","b6b887ac-df32-43b3-bbf5-5259c554c998","THOTARAVANA3","False","2025-01-21 20:46:07"
"Best Buy Support & Customer Service","23b2c4a7-7187-48ef-ba49-d59939939ed7","BHAVANA916","False","2025-01-21 15:03:07"
"Best Buy | Official Online Store | Shop Now &amp; Save","535396a3-395e-440e-b50e-a9afd3101b3b","SRIBIGDATA24","False","2025-01-21 19:35:52"
"Remote Support: Geek Squad - Best Buy","c6db7900-0dd4-4d09-942a-0fda060948b4","SRIBIGDATA24","False","2025-01-21 20:30:06"
"Best Buy Support & Customer Service","43d5f5ca-2b4d-4428-9e63-704fe6c48031","BHAVANA916","False","2025-01-21 03:48:21"
"Deal of the Day: Electronics Deals - Best Buy","b2165510-f828-487a-9b4b-880a0dc6d8d1","SASI2025","True","2025-01-21 15:50:17"
"Schedule a Service - Best Buy","42765e52-2445-4923-bd35-818815aee443","MANIDEEPBOYAPATI9","False","2025-01-21 17:08:36"
"Clearance Electronics Outlet - Best Buy","d8f93c83-41c0-4ff9-97db-ade382def83e","RTUMMALA999","True","2025-01-21 22:00:15"
"Cart - Best Buy","a5648f2e-fa8a-4379-bd63-bd5aabe45bd3","SHIVA005_ARCH","False","2025-01-21 09:38:59"
"Member Deals - Best Buy","aa276a83-a591-4256-bc00-32125e413267","AMRUTHABOYAPATI","False","2025-01-21 07:24:44"
"Track Your Repair - Best Buy","49bb053e-fb0e-4f1e-a28f-d57e8ce2d7ca","THOTARAVANA3","False","2025-01-21 20:14:04"
"Best Buy | Official Online Store | Shop Now &amp; Save","84bae243-24b1-4ae3-b1b0-ffca2a645362","VIJAYCHIMATA","True","2025-01-21 14:46:29"
"Best Buy Support & Customer Service","2198079b-9c59-4043-9d5e-f87a228e70e5","ANVITAD23","True","2025-01-21 17:38:28"
"Member Deals - Best Buy","6f54943f-9da4-4db7-869d-67eb21f99c6b","RTUMMALA999","True","2025-01-21 00:45:10"
"Remote Support: Geek Squad - Best Buy","82d982e3-1ed3-47f3-ab58-ed0fecfcb122","NANDY_12","True","2025-01-21 18:54:54"
"Track Your Repair - Best Buy","a515ba6a-b66d-4618-a83f-aed0aaa4e4ce","ABAGAM","False","2025-01-21 23:13:37"
"Track Your Repair - Best Buy","d1c775a5-26fc-4a73-b590-722313e7ecd4","SASI2025","False","2025-01-21 13:24:39"
"Remote Support: Geek Squad - Best Buy","b8cd3305-96dc-4daf-a03f-07a87f66be0c","NAGALAKSHMI529","False","2025-01-21 21:17:28"
"Remote Support: Geek Squad - Best Buy","0c98d1ed-e9dd-49d9-b5a0-4c0fb5564750","SHIVA005_ARCH","False","2025-01-21 19:31:02"
"Best Buy | Official Online Store | Shop Now &amp; Save","d4dbcecf-e2de-4b11-aacc-ff2c67c7aa64","AMRUTHABOYAPATI","False","2025-01-21 12:45:58"
"Deal of the Day: Electronics Deals - Best Buy","f066cffc-de48-4f50-b0f8-91c7990dad20","ABAGAM","True","2025-01-21 07:08:25"
"Deal of the Day: Electronics Deals - Best Buy","37276c17-0123-4ca1-a7d7-0fdc5fd23b3c","ABAGAM","False","2025-01-21 19:52:12"
